127.0.0.1 - - [21/Jul/2022:11:55:03 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:20:22 +0530] "GET /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 10003
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:20:22 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:20:24 +0530] "GET /ORS_Project4/ctl/TimeTableCtl HTTP/1.1" 200 8182
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:20:24 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:20:32 +0530] "GET /ORS_Project4/ctl/FacultyListCtl HTTP/1.1" 200 10110
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:20:36 +0530] "GET /ORS_Project4/ctl/FacultyCtl HTTP/1.1" 200 10186
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:20:36 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:19 +0530] "GET /ORS_Project4/ctl/FacultyCtl HTTP/1.1" 200 10186
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:19 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:26 +0530] "GET /ORS_Project4/ctl/SubjectListCtl HTTP/1.1" 200 11360
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:26 +0530] "GET /ORS_Project4/ctl/SubjectListCtl HTTP/1.1" 200 11360
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:28 +0530] "GET /ORS_Project4/ctl/SubjectCtl HTTP/1.1" 200 5537
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:33 +0530] "GET /ORS_Project4/ctl/CourseListCtl HTTP/1.1" 200 10422
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:35 +0530] "GET /ORS_Project4/ctl/CourseCtl HTTP/1.1" 200 5247
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:39 +0530] "GET /ORS_Project4/ctl/StudentListCtl HTTP/1.1" 200 12572
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:41 +0530] "GET /ORS_Project4/ctl/StudentCtl HTTP/1.1" 200 7361
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:41 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:53 +0530] "GET /ORS_Project4/ctl/RoleListCtl HTTP/1.1" 200 7841
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:56 +0530] "GET /ORS_Project4/ctl/RoleCtl HTTP/1.1" 200 5162
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:21:59 +0530] "GET /ORS_Project4/ctl/CollegeListCtl HTTP/1.1" 200 11925
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:01 +0530] "GET /ORS_Project4/ctl/CollegeCtl HTTP/1.1" 200 5461
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:03 +0530] "GET /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:05 +0530] "GET /ORS_Project4/ctl/UserCtl HTTP/1.1" 200 9277
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:05 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:16 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:19 +0530] "GET /ORS_Project4/ctl/MarksheetCtl HTTP/1.1" 200 7940
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:24 +0530] "GET /ORS_Project4/ctl/MarksheetMeritListCtl HTTP/1.1" 200 7688
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:26 +0530] "GET /ORS_Project4/ctl/GetMarksheetCtl HTTP/1.1" 200 4302
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:29 +0530] "GET /ORS_Project4/ctl/ChangePasswordCtl HTTP/1.1" 200 5241
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:31 +0530] "GET /ORS_Project4/ctl/MyProfileCtl HTTP/1.1" 200 6241
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:31 +0530] "GET /ORS_Project4/js/calendar.js HTTP/1.1" 404 931
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:22:33 +0530] "GET /ORS_Project4/ctl/ChangePasswordCtl HTTP/1.1" 200 5241
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:23:55 +0530] "GET /ORS_Project4/ctl/MarksheetCtl HTTP/1.1" 200 7940
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:06 +0530] "GET /ORS_Project4/ctl/SubjectCtl HTTP/1.1" 200 5537
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:10 +0530] "GET /ORS_Project4/ctl/FacultyCtl HTTP/1.1" 200 10186
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:10 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:14 +0530] "GET /ORS_Project4/ctl/CourseCtl HTTP/1.1" 200 5247
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:18 +0530] "GET /ORS_Project4/ctl/RoleCtl HTTP/1.1" 200 5162
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:21 +0530] "GET /ORS_Project4/ctl/CollegeCtl HTTP/1.1" 200 5461
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:23 +0530] "GET /ORS_Project4/ctl/UserCtl HTTP/1.1" 200 9277
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:24:23 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:25:38 +0530] "GET /ORS_Project4/ctl/UserCtl HTTP/1.1" 200 9277
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:25:38 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:16 +0530] "GET /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 10003
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:16 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:37 +0530] "POST /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 4737
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:38 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:42 +0530] "POST /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:42 +0530] "GET /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 10003
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:42 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:56 +0530] "POST /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 4737
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:31:56 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:32:55 +0530] "POST /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:32:55 +0530] "GET /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 10003
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:32:55 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:33:26 +0530] "GET /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 10003
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:33:26 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:33:29 +0530] "GET /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 10003
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:33:29 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:33:39 +0530] "POST /ORS_Project4/ctl/TimeTableListCtl HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:33:39 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:33:58 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:34:02 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 6598
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:35:06 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:35:11 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 6607
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:35:22 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 6618
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:35:32 +0530] "GET /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:35:43 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 6080
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:36:31 +0530] "GET /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:36:37 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 6080
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:37:30 +0530] "GET /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:37:39 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 6099
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:37:46 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:37:46 +0530] "GET /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:38:03 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 6115
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:38:36 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 6131
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:38:49 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:38:49 +0530] "GET /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:38:53 +0530] "GET /ORS_Project4/ctl/UserCtl?id=5 HTTP/1.1" 200 8835
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:38:53 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:39:11 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 6030
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:39:17 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:39:20 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:39:25 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 3872
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:39:31 +0530] "POST /ORS_Project4/ctl/UserListCtl HTTP/1.1" 200 9712
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:41:51 +0530] "GET /ORS_Project4/LoginCtl?operation=logout HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:42:00 +0530] "GET /ORS_Project4 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:42:00 +0530] "GET /ORS_Project4/ HTTP/1.1" 200 647
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:43:57 +0530] "GET /ORS_Project4/WelcomeCtl HTTP/1.1" 200 1263
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:44:18 +0530] "GET /ORS_Project4/LoginCtl HTTP/1.1" 200 2548
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:47:16 +0530] "GET /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 200 2450
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:47:25 +0530] "GET /ORS_Project4/LoginCtl HTTP/1.1" 200 2548
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:47:33 +0530] "POST /ORS_Project4/LoginCtl HTTP/1.1" 200 2588
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:47:38 +0530] "POST /ORS_Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:47:38 +0530] "GET /ORS_Project4/UserRegistrationCtl HTTP/1.1" 200 5753
0:0:0:0:0:0:0:1 - - [21/Jul/2022:12:47:38 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:14:51:19 +0530] "GET /ORS_Project4/LoginCtl HTTP/1.1" 200 2548
0:0:0:0:0:0:0:1 - - [21/Jul/2022:14:51:29 +0530] "POST /ORS_Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:14:51:29 +0530] "GET /ORS_Project4/WelcomeCtl HTTP/1.1" 200 3315
0:0:0:0:0:0:0:1 - - [21/Jul/2022:14:51:31 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:14:51:31 +0530] "GET /ORS_Project4/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:14:51:43 +0530] "GET /ORS_Project4/ctl/MarksheetCtl?id=4 HTTP/1.1" 200 7957
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:15:23 +0530] "GET /ORS_Project4/LoginCtl?operation=logout HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:15:25 +0530] "GET /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 200 2450
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:24:36 +0530] "POST /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:24:36 +0530] "GET /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 200 2450
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:27:02 +0530] "POST /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:27:02 +0530] "GET /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 200 2450
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:27:15 +0530] "POST /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 200 2470
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:27:27 +0530] "POST /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:27:27 +0530] "GET /ORS_Project4/ForgetPasswordCtl HTTP/1.1" 200 2450
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:28:50 +0530] "GET /ORS_Project4/LoginCtl HTTP/1.1" 200 2548
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:30:12 +0530] "POST /ORS_Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:30:12 +0530] "GET /ORS_Project4/UserRegistrationCtl HTTP/1.1" 200 5753
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:30:12 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:32:22 +0530] "POST /ORS_Project4/UserRegistrationCtl HTTP/1.1" 200 5779
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:32:24 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:32:34 +0530] "GET /ORS_Project4/LoginCtl HTTP/1.1" 200 2548
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:32:50 +0530] "POST /ORS_Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:32:50 +0530] "GET /ORS_Project4/WelcomeCtl HTTP/1.1" 200 3315
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:34:41 +0530] "GET /ORS_Project4/LoginCtl?operation=logout HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:35:03 +0530] "POST /ORS_Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:35:03 +0530] "GET /ORS_Project4/WelcomeCtl HTTP/1.1" 200 3315
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:35:07 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:45:49 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:45:49 +0530] "GET /ORS_Project4/js/jquery.min.js HTTP/1.1" 200 95932
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:45:49 +0530] "GET /ORS_Project4/js/Checkbox11.js HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:45:49 +0530] "GET /ORS_Project4/img/customLogo.jpg HTTP/1.1" 200 18195
0:0:0:0:0:0:0:1 - - [21/Jul/2022:15:45:49 +0530] "GET /ORS_Project4/img/logo.png HTTP/1.1" 404 931
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:04:17 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 3886
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:04:23 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:04:23 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:04:54 +0530] "GET /ORS_Project4/ctl/MarksheetMeritListCtl HTTP/1.1" 200 7688
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:06:52 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10362
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:09:27 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10363
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:09:59 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10356
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:10:13 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10356
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:11:17 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10366
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:12:09 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10372
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:12:48 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10377
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:14:36 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:15:16 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:16:55 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:17:01 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:17:10 +0530] "GET /ORS_Project4/ctl/GetMarksheetCtl HTTP/1.1" 200 4301
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:17:12 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:17:14 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [21/Jul/2022:16:17:33 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 3885
